letter,ID,P1,P2
RM3,concatenate180,-57.4533577,-29.37718391
RM3,concatenate180,-57.61397552,-28.31710052
RM3,concatenate180,-47.83228683,-28.9113903
RM3,concatenate180,-68.8412323,-29.16838074
RM3,concatenate180,-51.75941849,-29.78676224
RM3,concatenate180,-36.00271225,-30.50954628
RM3,concatenate180,-36.03483582,-32.37272644
RM3,concatenate180,-31.60175514,-34.0431633
RM3,concatenate180,-32.03542709,-32.03542709
RM3,concatenate180,-32.34060287,-32.34060287
RM3,concatenate180,-31.92299271,-33.75404739
RM3,concatenate180,-59.22819519,-30.54167175
RM3,concatenate180,-40.57231522,-27.14458275
RM3,concatenate180,-56.44145584,-28.36528587
RM3,concatenate180,-39.0625,-46.99707031
RM3,concatenate180,-48.57113647,-26.59847832
RM3,concatenate180,-32.99110794,-32.99110794
RM3,concatenate180,-39.52026367,-27.31323242
RM3,concatenate180,-32.89473724,-52.42598724
RM3,concatenate180,-32.42090988,-29.36915398
RM3,concatenate180,-43.22252655,-34.67760468
RM3,concatenate180,-33.05535507,-40.98992538
RM7,25319028,-90.54083252,-44.15411758
RM7,25319028,-63.50065613,-59.22819519
RM7,25319028,-42.81295013,-128.8725128
RM7,25319028,-42.17850494,-42.17850494
RM7,25319028,-47.36649323,-47.36649323
RM7,25319028,-55.44562149,-39.57648087
RM7,25319028,-47.31830978,-38.77338791
RM7,25319028,-40.7811203,-47.49498749
RM7,25319028,-73.37068176,-59.33259583
RM7,25319028,-37.08688736,-83.47360992
RM7,25319028,-53.34151459,-67.37960052
RM7,25319028,-58.17613983,-60.00719452
RM7,25319028,-33.40068436,-49.26982498
RM7,25319028,-59.36471939,-93.54441071
RM7,25319028,-50.76358032,-80.67080688
RM7,25319028,-43.86500168,-35.93043137
RM7,25319028,-33.97088242,-52.89178085
RM7,25319028,-34.53305054,-76.64730835
RM7,25319028,-49.48666382,-85.49740601
RM7,25319028,-69.97359467,-91.94625092
RM7,25319028,-42.16244507,-75.73178101
RM7,25319028,-55.9114151,-70.5598526
RM7,25319028,-110.0479965,-47.18178177
RM7,25319028,-61.05924988,-101.9528046
RM7,25319028,-43.55179596,-85.05570221
RM7,25319028,-61.15562057,-37.9622612
RM7,25319028,-47.80819702,-53.30136108
RM7,25319028,-72.06163788,-37.88195038
RM7,25319028,-65.21927643,-76.20560455
RM7,25319028,-67.32338715,-87.46498871
RM7,25319028,-35.49676132,-62.96258163
RM7,25319028,-33.20794296,-80.81536865
RM7,25319028,-73.89269257,-85.48937225
RM7,25319028,-54.82723999,-65.20321655
RM7,25319028,-45.27041626,-64.80166626
RM7,25319028,-68.71273804,-36.36410522
RM7,25319028,-81.37753296,-32.54940796
RM7,25319028,-44.35488892,-108.441803
RM7,25319028,-75.11339569,-51.92003632
RM7,25319028,-89.72167969,-86.05957031
RM7,25319028,-59.46912384,-33.22400665
RM7,25319028,-75.07324219,-58.59375
RM7,25319028,-65.37989807,-77.58692932
RM7,25319028,-108.7309189,-50.74752045
RM7,25319028,-32.05952072,-52.81147385
RM7,25319028,-63.66127396,-64.27162933
RM7,25319028,-96.54798126,-52.60266876
RM7,25319028,-48.3061142,-44.64400482
RM7,25319028,-41.8813591,-57.14014816
RM7,25319028,-82.54201508,-52.63479233
RM7,25319028,-131.9242706,-48.3061142
RM7,25319028,-83.9313736,-31.44113731
RM7,25319028,-77.04885101,-69.72463226
RM7,25319028,-66.66484833,-50.18535233
RM7,25319028,-72.98519897,-99.23031616
RM7,25319028,-44.70825195,-92.92602539
RM7,25319028,-48.76387787,-66.46407318
RM7,25319028,-98.69223785,-70.61606598
RM7,25319028,-60.11962891,-70.49560547
RM7,25319028,-42.49974442,-59.58958817
RM7,concatenate181,-92.85374451,-72.10179138
RM7,concatenate181,-107.0845718,-42.99766159
RM7,concatenate181,-90.21959686,-52.98815155
